Id. de la fila,Id. del pedido,Fecha de pedido,Fecha del envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad
1061,MX-2021-167108,8/08/2021,6/08/2021,Rápido,86238858,Gerardo Almonta,Cliente,Punta Arenas,Magallanes y Antártica Chilena,Chile,Sur,TEC-TE-10003706,Tecnología,Teléfonos,"Cisco Auriculares, Tamaño completo",2392.8,4
7082,MX-2021-160080,9/08/2021,5/08/2021,Rápido,36196172,Thiago Olivares,Pequeña empresa,Acámbaro,Guanajuato,México,Norte,TEC-TE-10001980,Tecnología,Teléfonos,"Motorola Teléfono de oficina, Al por mayor",1916,4
7080,MX-2021-160080,9/08/2021,5/08/2021,Rápido,36196172,Thiago Olivares,Pequeña empresa,Acámbaro,Guanajuato,México,Norte,MAT-SU-10002562,Material de oficina,Suministros,"Kleencut Abrecartas, Acero",1587.6,9
7081,MX-2021-160080,9/08/2021,5/08/2021,Rápido,36196172,Thiago Olivares,Pequeña empresa,Acámbaro,Guanajuato,México,Norte,MOB-MO-10002856,Mobiliario,Mobiliario,"Deflect-O Marco de foto, Duradero",587.16,3
472,MX-2021-119424,9/08/2021,5/08/2021,Estándar,68468658,Kristina Arroyo,Cliente,Morelia,Michoacán,México,Norte,MAT-CA-10001920,Material de oficina,Carpetas,"Acco Carpeta, Reciclado",413.6,4
6620,MX-2021-154704,9/08/2021,6/08/2021,Rápido,91058523,Gracias Olivera,Empresa,Managua,Managua,Nicaragua,Centro,MAT-PA-10000460,Material de oficina,Papel,"Enermax Agenda, Multicolor",318.8,2
981,MX-2021-112522,9/08/2021,6/08/2021,Urgente,89494186,Asís Aguilera,Empresa,Managua,Managua,Nicaragua,Centro,TEC-CO-10002730,Tecnología,Copiadoras,"Sharp Fotocopiadora personal, Color",1615.9616,2
980,MX-2021-112522,9/08/2021,6/08/2021,Urgente,89494186,Asís Aguilera,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SO-10004158,Material de oficina,Sobres,"Kraft Paquetes, Reciclado",243,1
6619,MX-2021-154704,9/08/2021,6/08/2021,Rápido,91058523,Gracias Olivera,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SU-10004335,Material de oficina,Suministros,"Elite Recortadora, Industrial",577.2,2
4500,US-2021-108784,9/08/2021,7/08/2021,Urgente,53337449,Cornelio Reina,Empresa,Puebla,Puebla,México,Norte,MOB-LI-10000230,Mobiliario,Librerías,"Bush Estante de esquina, Metal",5925.6,9
9172,US-2021-141600,10/08/2021,7/08/2021,Rápido,68644980,Lara Cantú,Empresa,Choloma,Cortés,Honduras,Centro,MOB-SI-10001060,Mobiliario,Sillas,"Harbour Creations Silla plegable, Ajustable",401.52,1
7864,MX-2021-152513,10/08/2021,7/08/2021,Rápido,83068027,Claudio Gil,Cliente,Mejicanos,San Salvador,El Salvador,Centro,MAT-AL-10004320,Material de oficina,Almacenamiento,"Fellowes Bandejas, Industrial",385.8,1
5669,MX-2021-156916,10/08/2021,8/08/2021,Rápido,36727795,Serafín Girón,Empresa,Ibagué,Tolima,Colombia,Sur,MAT-AR-10002638,Material de oficina,Arte,"BIC Libreta de dibujo, Al por mayor",652.4,2
5670,MX-2021-156916,10/08/2021,8/08/2021,Rápido,36727795,Serafín Girón,Empresa,Ibagué,Tolima,Colombia,Sur,MOB-LI-10004166,Mobiliario,Librerías,"Sauder Vitrina, Convencional",5556,5
9988,MX-2021-105641,12/08/2021,5/08/2021,Estándar,45968428,Víctor Morales,Cliente,Cuscatancingo,San Salvador,El Salvador,Centro,MAT-AL-10004135,Material de oficina,Almacenamiento,"Tenex Archivador móvil, Tamaño completo",2683.2,3
8563,MX-2021-139591,12/08/2021,7/08/2021,Estándar,20638872,Amadeo Villareal,Cliente,Morelia,Michoacán,México,Norte,TEC-CO-10000168,Tecnología,Copiadoras,"Canon Fax, Digital",16927.6768,8
8562,MX-2021-139591,12/08/2021,7/08/2021,Estándar,20638872,Amadeo Villareal,Cliente,Morelia,Michoacán,México,Norte,MAT-ET-10002669,Material de oficina,Etiquetas,"Hon Etiquetas extraíbles, Blanco",136.8,2
8027,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10004468,Material de oficina,Sobres,"Kraft Sobre empresarial, Rojo",213.12,2
8028,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AL-10003717,Material de oficina,Almacenamiento,"Smead Estanterías, Industrial",1054.08,4
8023,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10000567,Material de oficina,Grapas,"Stockwell Cintas de goma, Paquete de 12",255.36,3
8026,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10001469,Mobiliario,Librerías,"Safco Librería clásica, Convencional",8763,5
8024,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-TE-10002042,Tecnología,Teléfonos,"Motorola Auriculares, Tamaños variados",440.48,1
8022,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10000952,Mobiliario,Sillas,"SAFCO Taburete, Negro",2648.16,3
8021,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-ET-10000025,Material de oficina,Etiquetas,"Avery Etiquetas de envío, Blanco",126.4,2
8025,MX-2021-104486,12/08/2021,8/08/2021,Estándar,29488327,Diana García,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10003276,Mobiliario,Mobiliario,"Deflect-O Bombilla, Premium",176.1,3
1968,US-2021-168949,12/08/2021,8/08/2021,Estándar,64585644,Mafalda Rojo,Empresa,Carrefour,Ouest,Haití,Caribe,MAT-CA-10001599,Material de oficina,Carpetas,"Avery Encuadernadora, Transparente",386.4,2
8574,US-2021-124828,12/08/2021,12/08/2021,Mismo día,94848632,Odón Santiago,Cliente,La Ceiba,Atlántida,Honduras,Centro,MAT-AL-10003544,Material de oficina,Almacenamiento,"Rogers Casilleros, Metal",2528.28,3
7775,MX-2021-114601,13/08/2021,7/08/2021,Estándar,41374845,Lupe Escalante,Empresa,Villa Nueva,Guatemala,Guatemala,Centro,MAT-ET-10000427,Material de oficina,Etiquetas,"Novimex Etiquetas con códigos de color, Blanco",414,5
7777,MX-2021-114601,13/08/2021,7/08/2021,Estándar,41374845,Lupe Escalante,Empresa,Villa Nueva,Guatemala,Guatemala,Centro,MAT-AR-10003530,Material de oficina,Arte,"Stanley Bolígrafos, Azul",469,7
7776,MX-2021-114601,13/08/2021,7/08/2021,Estándar,41374845,Lupe Escalante,Empresa,Villa Nueva,Guatemala,Guatemala,Centro,TEC-CO-10000159,Tecnología,Copiadoras,"Canon Fotocopiadora personal, Color",2877.8328,3
5052,MX-2021-150784,13/08/2021,11/08/2021,Urgente,97364842,Karina Padilla,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-EL-10003638,Material de oficina,Electrodomésticos,"Breville Batidora, Plateado",1213.2,2
7208,MX-2021-138394,14/08/2021,7/08/2021,Estándar,53337449,Cornelio Reina,Empresa,Huehuetenango,Huehuetenango,Guatemala,Centro,MAT-SO-10001382,Material de oficina,Sobres,"Kraft Paquetes, Plateado",801,3
7206,MX-2021-138394,14/08/2021,7/08/2021,Estándar,53337449,Cornelio Reina,Empresa,Huehuetenango,Huehuetenango,Guatemala,Centro,MOB-MO-10001574,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Premium",318,2
7207,MX-2021-138394,14/08/2021,7/08/2021,Estándar,53337449,Cornelio Reina,Empresa,Huehuetenango,Huehuetenango,Guatemala,Centro,MAT-AR-10004588,Material de oficina,Arte,"Boston Rotuladores, Al por mayor",355.2,2
7205,MX-2021-138394,14/08/2021,7/08/2021,Estándar,53337449,Cornelio Reina,Empresa,Huehuetenango,Huehuetenango,Guatemala,Centro,TEC-AC-10000836,Tecnología,Accesorios,"Enermax Router, Económico",10333.2,6
7204,MX-2021-138394,14/08/2021,7/08/2021,Estándar,53337449,Cornelio Reina,Empresa,Huehuetenango,Huehuetenango,Guatemala,Centro,MAT-PA-10004776,Material de oficina,Papel,"Enermax Papel de tipo pergamino, Paquete de 12",260.4,2
9963,MX-2021-131464,14/08/2021,9/08/2021,Rápido,37625378,Augusto Olivares,Empresa,Managua,Managua,Nicaragua,Centro,MAT-GR-10003361,Material de oficina,Grapas,"Stockwell Clips, Al por mayor",277.8,3
5166,MX-2021-139157,14/08/2021,9/08/2021,Rápido,84026444,Adolfo Lira,Cliente,Los Mochis,Sinaloa,México,Norte,MAT-AL-10002676,Material de oficina,Almacenamiento,"Tenex Bandejas, Azul",1807,5
8514,MX-2021-149755,14/08/2021,9/08/2021,Estándar,74735247,Paz Montes,Empresa,Ciudad Victoria,Tamaulipas,México,Norte,MAT-ET-10001793,Material de oficina,Etiquetas,"Harbour Creations Etiquetas redondas, Blanco",180,4
8515,MX-2021-149755,14/08/2021,9/08/2021,Estándar,74735247,Paz Montes,Empresa,Ciudad Victoria,Tamaulipas,México,Norte,TEC-AC-10000802,Tecnología,Accesorios,"Enermax Teclado, Blanco",3250.8,6
6213,US-2021-108798,15/08/2021,13/08/2021,Urgente,52157197,Victoria Valdivia,Pequeña empresa,La Ceiba,Atlántida,Honduras,Centro,MAT-CA-10001920,Material de oficina,Carpetas,"Acco Carpeta, Reciclado",310.2,5
781,MX-2021-168900,16/08/2021,12/08/2021,Estándar,30844941,Flavio Vergara,Empresa,Guadalajara,Jalisco,México,Norte,MAT-SO-10004714,Material de oficina,Sobres,"Kraft Sobre de hebilla, Plateado",152,2
6503,MX-2021-152891,16/08/2021,12/08/2021,Estándar,96036869,Elvira Nieves,Cliente,San Salvador,San Salvador,El Salvador,Centro,TEC-CO-10004914,Tecnología,Copiadoras,"Hewlett Fotocopiadora con fax, Rojo",1271.2524,1
6504,MX-2021-152891,16/08/2021,12/08/2021,Estándar,96036869,Elvira Nieves,Cliente,San Salvador,San Salvador,El Salvador,Centro,MOB-ME-10003743,Mobiliario,Mesas,"Barricks Mesa redonda, Blanco",5372.8,2
1022,MX-2021-102995,16/08/2021,12/08/2021,Rápido,66076679,Tomasa Urena,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-SO-10003425,Material de oficina,Sobres,"Kraft Paquetes, 50",1255,5
1020,MX-2021-102995,16/08/2021,12/08/2021,Rápido,66076679,Tomasa Urena,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-SU-10002747,Material de oficina,Suministros,"Stiletto Abrecartas, Rectangular",501.6,3
1019,MX-2021-102995,16/08/2021,12/08/2021,Rápido,66076679,Tomasa Urena,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-CA-10001680,Material de oficina,Carpetas,"Wilson Jones Encuadernadora, Reciclado",1315.2,4
1021,MX-2021-102995,16/08/2021,12/08/2021,Rápido,66076679,Tomasa Urena,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-PA-10004767,Material de oficina,Papel,"Green Bar Resma, Premium",595.2,3
3229,MX-2021-143700,17/08/2021,11/08/2021,Estándar,45487899,Susana Braza,Empresa,Pouso Alegre,Minas Gerais,Brasil,Sur,MAT-SO-10004613,Material de oficina,Sobres,"Jiffy Sobre de tipo Manila, Rojo",394,2
5497,MX-2021-131765,18/08/2021,15/08/2021,Rápido,83697889,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,MOB-MO-10002171,Mobiliario,Mobiliario,"Deflect-O Tope para puertas, Duradero",1366,5
5493,MX-2021-131765,18/08/2021,15/08/2021,Rápido,83697889,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,TEC-AC-10004607,Tecnología,Accesorios,"Belkin Router, Blanco",5131.2,3
5496,MX-2021-131765,18/08/2021,15/08/2021,Rápido,83697889,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,TEC-AC-10001024,Tecnología,Accesorios,"Logitech Router, Programable",11611.6,7
5494,MX-2021-131765,18/08/2021,15/08/2021,Rápido,83697889,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-SO-10001401,Material de oficina,Sobres,"Ames Sobre de tipo Manila, Rojo",1129.2,6
5495,MX-2021-131765,18/08/2021,15/08/2021,Rápido,83697889,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-ET-10002945,Material de oficina,Etiquetas,"Harbour Creations Etiquetas extraíbles, Ajustable",110,2
3622,MX-2021-120285,19/08/2021,15/08/2021,Estándar,27887125,Leopoldo Archuleta,Empresa,Villa Nueva,Guatemala,Guatemala,Centro,TEC-TE-10003464,Tecnología,Teléfonos,"Cisco Auriculares, Al por mayor",2951,5
3917,MX-2021-109064,20/08/2021,13/08/2021,Estándar,88035954,Adolfo Ojeda,Pequeña empresa,Holguín,Holguín,Cuba,Caribe,MAT-SO-10001681,Material de oficina,Sobres,"GlobeWeis Sobre empresarial, Reciclado",430.4,4
1876,US-2021-166394,20/08/2021,13/08/2021,Estándar,49925367,Raimon Acosta,Empresa,San Juan,San Juan,Argentina,Sur,MAT-ET-10004702,Material de oficina,Etiquetas,"Harbour Creations Etiquetas de envío, Blanco",275.04,6
3918,MX-2021-109064,20/08/2021,13/08/2021,Estándar,88035954,Adolfo Ojeda,Pequeña empresa,Holguín,Holguín,Cuba,Caribe,TEC-AC-10003494,Tecnología,Accesorios,"Enermax Memoria USB, Negro",1669.2,6
3919,MX-2021-109064,20/08/2021,13/08/2021,Estándar,88035954,Adolfo Ojeda,Pequeña empresa,Holguín,Holguín,Cuba,Caribe,MAT-EL-10002529,Material de oficina,Electrodomésticos,"Breville Horno, Rojo",14974.4,4
3916,MX-2021-109064,20/08/2021,13/08/2021,Estándar,88035954,Adolfo Ojeda,Pequeña empresa,Holguín,Holguín,Cuba,Caribe,TEC-TE-10003347,Tecnología,Teléfonos,"Samsung Teléfono inteligente, Al por mayor",822.2,1
5170,MX-2021-159779,20/08/2021,15/08/2021,Estándar,46555422,Helena Llarnas,Pequeña empresa,Ciego de Ávila,Ciego de Ávila,Cuba,Caribe,MAT-SU-10003176,Material de oficina,Suministros,"Stiletto Cúter, Industrial",501.2,2
7980,MX-2021-110702,20/08/2021,16/08/2021,Estándar,97085741,Gloria Carrera,Cliente,San Miguelito,Panamá,Panamá,Centro,MAT-AR-10004349,Material de oficina,Arte,"BIC Lienzos, Metal",659.52,3
7981,MX-2021-110702,20/08/2021,16/08/2021,Estándar,97085741,Gloria Carrera,Cliente,San Miguelito,Panamá,Panamá,Centro,MAT-AL-10001237,Material de oficina,Almacenamiento,"Rogers Archivador móvil, Tamaño completo",1133.04,2
7325,MX-2021-127180,21/08/2021,15/08/2021,Estándar,84026444,Adolfo Lira,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10004003,Material de oficina,Carpetas,"Acco Perforador, Reciclado",1625.6,8
7326,MX-2021-127180,21/08/2021,15/08/2021,Estándar,84026444,Adolfo Lira,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10003080,Mobiliario,Sillas,"Office Star Estora, Rojo",1755.2,5
4053,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,MAT-AR-10000190,Material de oficina,Arte,"Binney & Smith Rotuladores, Azul",481.8,3
4055,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,MAT-SU-10002090,Material de oficina,Suministros,"Elite Cizallas, Acero",928.2,3
9100,MX-2021-107839,21/08/2021,15/08/2021,Estándar,24798753,Alicia Pizarro,Cliente,Ciudad Juárez,Chihuahua,México,Norte,MAT-CA-10000688,Material de oficina,Carpetas,"Cardinal Cubierta de carpeta, Reciclado",412,5
4049,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,MAT-SU-10001711,Material de oficina,Suministros,"Stiletto Tijeras, Acero",306.8,2
4052,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,TEC-CO-10003736,Tecnología,Copiadoras,"Brother Fotocopiadora con fax, 2",3822.1404,3
4050,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,MAT-SU-10002417,Material de oficina,Suministros,"Stiletto Tijeras, Rectangular",677,5
4056,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,MAT-AL-10004182,Material de oficina,Almacenamiento,"Tenex Archivador móvil, Metal",1776,2
4054,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,MOB-LI-10001876,Mobiliario,Librerías,"Dania Estante de esquina, Blanco",4153,5
4051,MX-2021-107055,21/08/2021,15/08/2021,Estándar,32257721,Araceli Manzanares,Empresa,Betim,Minas Gerais,Brasil,Sur,TEC-AC-10001932,Tecnología,Accesorios,"SanDisk Router, Programable",8595,5
8323,MX-2021-119508,21/08/2021,16/08/2021,Estándar,50927053,Alina Anaya,Cliente,Sapucaia do Sul,Río Grande del Sur,Brasil,Sur,MOB-LI-10000642,Mobiliario,Librerías,"Ikea Biblioteca, Metal",7257,3
8322,MX-2021-119508,21/08/2021,16/08/2021,Estándar,50927053,Alina Anaya,Cliente,Sapucaia do Sul,Río Grande del Sur,Brasil,Sur,MAT-EL-10002439,Material de oficina,Electrodomésticos,"Breville Frigorífico, Plateado",17336,5
8325,MX-2021-119508,21/08/2021,16/08/2021,Estándar,50927053,Alina Anaya,Cliente,Sapucaia do Sul,Río Grande del Sur,Brasil,Sur,MAT-ET-10004702,Material de oficina,Etiquetas,"Harbour Creations Etiquetas de envío, Blanco",229.2,3
4857,US-2021-131912,21/08/2021,16/08/2021,Estándar,82838793,Eloy Alcántara,Empresa,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,Sur,MAT-AL-10001286,Material de oficina,Almacenamiento,"Eldon Archivador móvil, Azul",2046.24,4
8274,MX-2021-148530,21/08/2021,16/08/2021,Estándar,42067289,Ulises Lebrón,Cliente,Mexicali,Baja California,México,Norte,MAT-EL-10004550,Material de oficina,Electrodomésticos,"Cuisinart Batidora, Plateado",1354.8,3
8275,MX-2021-148530,21/08/2021,16/08/2021,Estándar,42067289,Ulises Lebrón,Cliente,Mexicali,Baja California,México,Norte,MAT-SU-10000843,Material de oficina,Suministros,"Elite Cúter, Acero",457.2,2
8324,MX-2021-119508,21/08/2021,16/08/2021,Estándar,50927053,Alina Anaya,Cliente,Sapucaia do Sul,Río Grande del Sur,Brasil,Sur,MAT-PA-10004270,Material de oficina,Papel,"Enermax Cuaderno, Premium",1710,9
2420,MX-2021-159548,21/08/2021,19/08/2021,Urgente,55274272,César Benítez,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AL-10004582,Material de oficina,Almacenamiento,"Eldon Carpetas, Industrial",279.36,3
2421,MX-2021-159548,21/08/2021,19/08/2021,Urgente,55274272,César Benítez,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10004804,Material de oficina,Suministros,"Kleencut Abrecartas, Azul",865.92,6
2422,MX-2021-159548,21/08/2021,19/08/2021,Urgente,55274272,César Benítez,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10004998,Mobiliario,Sillas,"Harbour Creations Mecedora, 2",1592.96,2
1125,US-2021-101651,21/08/2021,21/08/2021,Mismo día,35475747,Sabino Pérez,Empresa,Rosario,Santa Fe,Argentina,Sur,MAT-AL-10004986,Material de oficina,Almacenamiento,"Eldon Casilleros, Industrial",6348.48,8
1123,US-2021-101651,21/08/2021,21/08/2021,Mismo día,35475747,Sabino Pérez,Empresa,Rosario,Santa Fe,Argentina,Sur,MAT-AL-10003376,Material de oficina,Almacenamiento,"Smead Caja, Industrial",405,9
1124,US-2021-101651,21/08/2021,21/08/2021,Mismo día,35475747,Sabino Pérez,Empresa,Rosario,Santa Fe,Argentina,Sur,TEC-AC-10001538,Tecnología,Accesorios,"Enermax Teclado, Negro",669.36,2
1122,US-2021-101651,21/08/2021,21/08/2021,Mismo día,35475747,Sabino Pérez,Empresa,Rosario,Santa Fe,Argentina,Sur,MOB-LI-10002379,Mobiliario,Librerías,"Bush Biblioteca, Convencional",13115.52,9
10099,US-2021-130533,22/08/2021,15/08/2021,Estándar,69338689,Samanta Botello,Pequeña empresa,Presidente Dutra,Maranhão,Brasil,Sur,TEC-TE-10000113,Tecnología,Teléfonos,"Apple Amplificador de señal, Tamaños variados",1860,5
111,MX-2021-162152,22/08/2021,15/08/2021,Estándar,69338689,Samanta Botello,Pequeña empresa,Tijuana,Baja California,México,Norte,TEC-TE-10001768,Tecnología,Teléfonos,"Apple Amplificador de señal, Tamaños variados",4650,5
7523,MX-2021-165946,22/08/2021,15/08/2021,Estándar,38284388,Wendi Valdés,Cliente,Tuxtla Gutiérrez,Chiapas,México,Norte,MAT-GR-10001590,Material de oficina,Grapas,"Advantus Grapadoras, Tamaños variados",223.2,2
2837,MX-2021-137246,22/08/2021,18/08/2021,Estándar,88444131,Higinia Horta,Cliente,Baní,Peravia,República Dominicana,Caribe,MAT-GR-10003951,Material de oficina,Grapas,"Advantus Grapas, Tamaños variados",132.96,3
6744,MX-2021-115091,23/08/2021,18/08/2021,Estándar,45968428,Víctor Morales,Cliente,Chimaltenango,Chimaltenango,Guatemala,Centro,MOB-MO-10000971,Mobiliario,Mobiliario,"Eldon Tope para puertas, Premium",1626,5
6138,MX-2021-134334,23/08/2021,18/08/2021,Estándar,26374058,Benita Pelayo,Cliente,Curitiba,Paraná,Brasil,Sur,MAT-AL-10002433,Material de oficina,Almacenamiento,"Fellowes Archivador móvil, Industrial",4593,5
2314,MX-2021-145156,23/08/2021,18/08/2021,Rápido,79057369,Ane Lomeli,Cliente,Ciudad de Panamá,Panamá,Panamá,Centro,TEC-AC-10000370,Tecnología,Accesorios,"Memorex Memoria USB, Programable",741.6,6
6743,MX-2021-115091,23/08/2021,18/08/2021,Estándar,45968428,Víctor Morales,Cliente,Chimaltenango,Chimaltenango,Guatemala,Centro,MOB-MO-10004189,Mobiliario,Mobiliario,"Tenex Reloj, Surtido",670.8,2
6745,MX-2021-115091,23/08/2021,18/08/2021,Estándar,45968428,Víctor Morales,Cliente,Chimaltenango,Chimaltenango,Guatemala,Centro,TEC-AC-10004574,Tecnología,Accesorios,"Enermax Ratón, Económico",805.8,3
372,MX-2021-131366,23/08/2021,20/08/2021,Urgente,96997382,Vanesa Cepeda,Empresa,Saltillo,Coahuila,México,Norte,MOB-LI-10001469,Mobiliario,Librerías,"Safco Librería clásica, Convencional",11684,5
375,MX-2021-131366,23/08/2021,20/08/2021,Urgente,96997382,Vanesa Cepeda,Empresa,Saltillo,Coahuila,México,Norte,MOB-MO-10001574,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Premium",190.8,2
371,MX-2021-131366,23/08/2021,20/08/2021,Urgente,96997382,Vanesa Cepeda,Empresa,Saltillo,Coahuila,México,Norte,MAT-SU-10004093,Material de oficina,Suministros,"Elite Cúter, Industrial",730.2,3
374,MX-2021-131366,23/08/2021,20/08/2021,Urgente,96997382,Vanesa Cepeda,Empresa,Saltillo,Coahuila,México,Norte,MOB-SI-10000984,Mobiliario,Sillas,"Hon Mecedora, Negro",2734.72,4
373,MX-2021-131366,23/08/2021,20/08/2021,Urgente,96997382,Vanesa Cepeda,Empresa,Saltillo,Coahuila,México,Norte,TEC-TE-10004798,Tecnología,Teléfonos,"Nokia Base de audio, Al por mayor",1112.2,1
7042,MX-2021-133550,24/08/2021,18/08/2021,Estándar,45036360,Rodolfo Villaseñor,Empresa,Guadalajara,Jalisco,México,Norte,MAT-AL-10001286,Material de oficina,Almacenamiento,"Eldon Archivador móvil, Azul",852.6,1
7043,MX-2021-133550,24/08/2021,18/08/2021,Estándar,45036360,Rodolfo Villaseñor,Empresa,Guadalajara,Jalisco,México,Norte,TEC-AC-10002542,Tecnología,Accesorios,"Belkin Teclado, Programable",5122.8,9
2225,MX-2021-125570,24/08/2021,19/08/2021,Estándar,38058671,Aniceto Toledo,Cliente,Cancún,Quintana Roo,México,Norte,MAT-PA-10002010,Material de oficina,Papel,"Enermax Cuaderno, Reciclado",1704.6,9
9757,MX-2021-162824,24/08/2021,20/08/2021,Estándar,45435785,Romero Arévalo,Cliente,São Gonçalo,Río de Janeiro,Brasil,Sur,TEC-CO-10002971,Tecnología,Copiadoras,"Sharp Fotocopiadora, Rojo",7904.16,5
9756,MX-2021-162824,24/08/2021,20/08/2021,Estándar,45435785,Romero Arévalo,Cliente,São Gonçalo,Río de Janeiro,Brasil,Sur,TEC-CO-10003950,Tecnología,Copiadoras,"Sharp Fotocopiadora, Digital",7952.064,5
9854,US-2021-141985,24/08/2021,22/08/2021,Rápido,44696741,Carmelo Ortega,Empresa,Ciudad Juárez,Chihuahua,México,Norte,MOB-LI-10003773,Mobiliario,Librerías,"Sauder Vitrina, Metal",886.08,1
9853,US-2021-141985,24/08/2021,22/08/2021,Rápido,44696741,Carmelo Ortega,Empresa,Ciudad Juárez,Chihuahua,México,Norte,MOB-MO-10003927,Mobiliario,Mobiliario,"Advantus Marco, Surtido",3113.04,7
9851,US-2021-141985,24/08/2021,22/08/2021,Rápido,44696741,Carmelo Ortega,Empresa,Ciudad Juárez,Chihuahua,México,Norte,MOB-MO-10004756,Mobiliario,Mobiliario,"Tenex Tope para puertas, Negro",175.56,1
9852,US-2021-141985,24/08/2021,22/08/2021,Rápido,44696741,Carmelo Ortega,Empresa,Ciudad Juárez,Chihuahua,México,Norte,MOB-LI-10001389,Mobiliario,Librerías,"Sauder Biblioteca, Blanco",6242.4,3
9441,MX-2021-137204,25/08/2021,18/08/2021,Estándar,42848568,Maya Tapia,Empresa,Portmore,Santa Caterina,Jamaica,Caribe,TEC-TE-10004681,Tecnología,Teléfonos,"Samsung Auriculares, Tamaño completo",2483,5
9442,MX-2021-137204,25/08/2021,18/08/2021,Estándar,42848568,Maya Tapia,Empresa,Portmore,Santa Caterina,Jamaica,Caribe,MAT-GR-10004152,Material de oficina,Grapas,"Stockwell Clips, Al por mayor",180,2
5792,MX-2021-153766,25/08/2021,19/08/2021,Estándar,61086345,Karen Partida,Cliente,Guadalajara,Jalisco,México,Norte,MAT-CA-10003188,Material de oficina,Carpetas,"Avery Perforador, Duradero",391.6,2
3134,MX-2021-154557,25/08/2021,21/08/2021,Rápido,78758437,Antonio Rubio,Pequeña empresa,San Francisco de Macorís,Duarte,República Dominicana,Caribe,MAT-AL-10004341,Material de oficina,Almacenamiento,"Fellowes Estanterías, Tamaño completo",925.92,3
4910,MX-2021-116652,26/08/2021,19/08/2021,Estándar,38347248,Jessica Ulloa,Cliente,Ciudad Madero,Tamaulipas,México,Norte,MOB-SI-10001502,Mobiliario,Sillas,"Novimex Estora, Rojo",600.96,2
